label,text
alcohol,"where alcohol will be served, remind your guests to plan ahead and designate their sober driver; offer alcohol-free beverages; and make sure all guests leave with a sober driver. 7- http://www.kaieteurnewsonline.com/2010/08/23/alcohol-consumption-major-cause-of- road-accidents-in-berbice/ Alcohol consumption major cause of road accidents in Berbice AUGUST 23, 2010 | BY KNEWS | FILED UNDER NEWS - 334 drunk driving cases recorded As the call"
alcohol,"Berbice AUGUST 23, 2010 | BY KNEWS | FILED UNDER NEWS - 334 drunk driving cases recorded As the call gets louder for something to be done about the raving consumption of alcohol in Berbice, the police are at their wits end in trying to cope with the spin-off of its overuse. Alcohol consumption, which leads to drunken driving, is"
alcohol,"wits end in trying to cope with the spin-off of its overuse. Alcohol consumption, which leads to drunken driving, is one area that has reached chronic proportions in the Ancient County and is a major worry for the Berbice (B division) Police Traffic Department, since it is the major cause of road accidents throughout the country. The Division has so"
alcohol,"division) Police Traffic Department, since it is the major cause of road accidents throughout the country. The Division has so far recorded more than three times the number of drunk driving cases than any other Police Division in the country. The figure in Berbice is at a frightening 334, compared with 'A' division with 100. Assistant Superintendent Calvin Brutus In"
alcohol,"The figure in Berbice is at a frightening 334, compared with 'A' division with 100. Assistant Superintendent Calvin Brutus In fact, if the figures for the other Divisions are added up, it will not reach the total for B Division. These were some of the startling revelations told to Kaieteur News by B Division Traffic Chief, Assistant Superintendent, Calvin Brutus."
alcohol,"These were some of the startling revelations told to Kaieteur News by B Division Traffic Chief, Assistant Superintendent, Calvin Brutus. Brutus in giving an overall view of the traffic situation in the Ancient County, said that quite a number of accidents are caused by drivers who are under the influence of alcohol. Speeding and animals on the road he said"
alcohol,"accidents are caused by drivers who are under the influence of alcohol. Speeding and animals on the road he said are other major concerns for his department. The Traffic Officer said, ""Drinking and driving is a major worry for the police in Berbice, especially in eastern Berbice with the Corentyne division being a standout for the malpractice. Motorists are not"
alcohol,"police in Berbice, especially in eastern Berbice with the Corentyne division being a standout for the malpractice. Motorists are not heeding our advice not to drink and drive and are doing so with impunity. We usually have our work cut out, especially when there are major events in Berbice like shows, horse racing, cricket and activities on the Beach."" The"
alcohol,"out, especially when there are major events in Berbice like shows, horse racing, cricket and activities on the Beach."" The situation has become chronic and the police are trying their best to cope with the state of affairs, but they are terribly under staff. ""Right now we are working with about 30 percent of our required capacity, and as you"
alcohol,"are terribly under staff. ""Right now we are working with about 30 percent of our required capacity, and as you know, the number of vehicles on the roads has increased about 1000 times to what it was in the 60s and 70s and now we have far less ranks than we had then,"" Assistant Superintendent Brutus told this newspaper. Giving"
alcohol,"and 70s and now we have far less ranks than we had then,"" Assistant Superintendent Brutus told this newspaper. Giving some figures for the year so far, the Officer said that to date, there were 10 fatal accidents, compared to the corresponding period last year, which saw 15 fatal accidents and 16 deaths. In terms of serious accidents, there is"
alcohol,"the corresponding period last year, which saw 15 fatal accidents and 16 deaths. In terms of serious accidents, there is an increase this year with the figures reading 47 in comparison to 41 for the corresponding period in 2009. The other two categories of accidents, namely- Minor and Damage accidents, have also seen the figures increasing from last year. The"
alcohol,"other two categories of accidents, namely- Minor and Damage accidents, have also seen the figures increasing from last year. The Officer said that in terms of fatal accidents, July month has been the worst so far, with four fatalities. According to Brutus, there needs to be more co-operation from other departments and agencies if the problem is to be solved."
alcohol,"to Brutus, there needs to be more co-operation from other departments and agencies if the problem is to be solved. Many times when drivers are involved in accidents they would flee the scene and return, or give up, later. ""Some will go to the hospital and be admitted so that we cannot test them for Alcohol. The Hospital and doctors"
alcohol,"will go to the hospital and be admitted so that we cannot test them for Alcohol. The Hospital and doctors need to co-operate and do blood tests, but many times the doctors do not administer the tests even if we request, stating that they do not have the necessary equipment. So far, four licenses have been suspended and one person's"
alcohol,"request, stating that they do not have the necessary equipment. So far, four licenses have been suspended and one person's blood was successfully tested positive for alcohol and he has been prosecuted,"" Brutus stated. Speeding is another major cause of concern, said Brutus, with motorists continuing to ignore the speed limits. ""The Berbice areas have vast stretches of straight and"
